asset_id,asset_type,age_days,days_since_last_pm,cumulative_downtime_hours,historical_work_order_count,vibration_rms,operating_temperature_c,power_consumption_kwh,ambient_humidity,thermal_vibration_index,pm_overdue_ratio,downtime_intensity,failed_within_30_days
AST-GEN-337,Generator,1918,164,17.0,10,6.28,97.9,52.7,35.6,4.098,1.822,0.266,1
AST-MED-782,Medical,68,231,0.1,1,4.98,68.8,20.8,44.6,2.281,2.567,0.044,0
AST-MED-793,Medical,2268,41,50.4,15,2.28,44.4,7.0,54.1,0.674,0.456,0.667,0
AST-MED-701,Medical,1255,164,58.9,7,3.73,63.8,13.3,59.5,1.584,1.822,1.408,0
AST-ELE-356,Elevator,1901,217,70.6,11,6.59,85.6,32.2,50.4,3.761,2.411,1.114,1
AST-LAB-973,Lab Equipment,2009,28,3.5,3,1.77,49.7,12.2,57.0,0.588,0.311,0.052,0
AST-IT -467,IT Server,2384,76,52.4,12,1.98,59.4,16.8,46.5,0.784,0.844,0.659,0
AST-MED-122,Medical,1651,71,4.9,11,0.94,42.5,8.5,54.9,0.267,0.789,0.089,1
AST-WAT-802,Water Pump,230,234,8.8,1,6.02,91.1,44.5,62.6,3.656,2.6,1.148,1
AST-LAB-952,Lab Equipment,1202,199,26.1,3,4.92,68.3,19.1,37.0,2.242,2.211,0.651,0
AST-IT -921,IT Server,1473,57,40.9,2,1.89,44.1,16.5,55.6,0.555,0.633,0.833,0
AST-IT -356,IT Server,590,161,30.5,3,3.42,55.9,24.2,29.4,1.273,1.789,1.551,0
AST-ELE-761,Elevator,191,80,4.7,1,1.52,59.1,29.8,66.8,0.6,0.889,0.738,0
AST-HVA-693,HVAC,1524,188,30.3,7,4.11,78.0,33.7,61.9,2.14,2.089,0.596,1
AST-MED-434,Medical,1731,45,18.2,17,2.01,46.2,7.6,49.1,0.619,0.5,0.315,0
AST-WAT-652,Water Pump,1528,136,163.8,8,5.44,74.3,39.2,55.1,2.697,1.511,3.216,1
AST-MED-950,Medical,703,66,48.1,4,1.65,39.6,8.8,45.3,0.435,0.733,2.053,0
AST-LAB-925,Lab Equipment,1238,192,47.1,7,5.23,65.2,18.7,36.8,2.274,2.133,1.141,0
AST-WAT-217,Water Pump,1948,20,22.0,9,2.64,75.0,29.4,29.5,1.32,0.222,0.339,0
AST-GEN-980,Generator,1657,217,75.1,9,7.02,97.9,52.2,30.0,4.582,2.411,1.36,1
AST-MED-192,Medical,1646,4,23.0,9,1.37,40.4,7.9,32.6,0.37,0.044,0.419,0
AST-HVA-565,HVAC,1539,173,108.9,6,5.51,77.9,34.4,66.1,2.865,1.922,2.123,1
AST-MED-698,Medical,1590,211,15.2,8,5.66,67.6,18.7,54.1,2.553,2.344,0.287,1
AST-MED-210,Medical,987,121,26.2,5,2.49,41.6,10.5,56.0,0.691,1.344,0.796,0
AST-IT -435,IT Server,936,166,17.1,5,3.68,61.1,21.0,59.9,1.499,1.844,0.548,1
AST-WAT-575,Water Pump,1267,167,16.0,3,6.66,86.8,42.3,38.3,3.855,1.856,0.379,1
AST-GEN-146,Generator,182,78,0.0,0,2.54,73.2,40.3,39.6,1.24,0.867,0.0,0
AST-HVA-199,HVAC,991,228,26.8,4,6.75,86.8,28.9,52.5,3.904,2.533,0.811,1
AST-LAB-564,Lab Equipment,1549,172,135.4,10,5.87,73.7,22.7,41.0,2.883,1.911,2.622,1
AST-ELE-653,Elevator,1746,151,21.5,10,4.09,72.3,36.4,49.8,1.97,1.678,0.369,0
AST-GEN-524,Generator,435,214,3.2,1,5.08,100.8,53.5,46.6,3.413,2.378,0.221,1
AST-LAB-386,Lab Equipment,164,177,0.0,0,4.28,61.4,20.3,61.6,1.751,1.967,0.0,0
AST-LAB-555,Lab Equipment,997,219,13.0,3,4.74,73.4,24.6,44.4,2.321,2.433,0.391,1
AST-ELE-476,Elevator,2260,231,235.3,16,8.02,98.9,40.1,23.4,5.285,2.567,3.123,1
AST-MED-162,Medical,1660,71,94.1,14,2.71,44.7,7.5,46.5,0.806,0.789,1.701,0
AST-HVA-968,HVAC,1892,24,53.3,7,2.97,72.0,21.1,55.1,1.424,0.267,0.845,0
AST-ELE-754,Elevator,2475,6,18.1,12,4.62,64.1,22.2,43.2,1.976,0.067,0.219,1
AST-MED-349,Medical,545,202,13.4,4,5.32,64.1,16.3,56.4,2.271,2.244,0.738,0
AST-HVA-949,HVAC,2300,54,159.5,13,4.02,81.1,22.8,39.0,2.174,0.6,2.08,1
AST-WAT-990,Water Pump,984,85,4.2,3,3.51,58.5,32.2,32.6,1.369,0.944,0.128,0
AST-WAT-710,Water Pump,41,71,0.0,0,4.77,49.7,39.0,62.0,1.582,0.789,0.0,0
AST-GEN-233,Generator,2242,65,69.4,9,4.56,78.8,47.4,54.1,2.397,0.722,0.929,0
AST-HVA-776,HVAC,135,34,9.4,1,1.14,51.6,19.4,49.2,0.393,0.378,2.089,0
AST-WAT-907,Water Pump,1004,151,50.4,4,5.8,59.1,34.2,52.5,2.286,1.678,1.506,1
AST-GEN-371,Generator,244,33,70.5,2,1.48,79.0,40.7,35.7,0.778,0.367,8.668,0
AST-IT -216,IT Server,290,122,2.8,1,2.33,50.5,20.6,61.6,0.783,1.356,0.29,0
AST-MED-625,Medical,2461,28,0.5,15,2.02,45.6,7.1,51.0,0.615,0.311,0.006,0
AST-GEN-729,Generator,207,187,29.2,3,4.55,90.5,60.3,68.3,2.744,2.078,4.232,0
AST-WAT-774,Water Pump,2165,78,18.2,14,3.5,67.2,32.9,53.7,1.567,0.867,0.252,0
AST-HVA-162,HVAC,1991,217,158.4,12,8.53,98.2,32.3,35.4,5.579,2.411,2.387,1
AST-ELE-210,Elevator,2038,183,17.6,13,4.81,73.9,34.2,33.1,2.372,2.033,0.259,0
AST-HVA-182,HVAC,1349,156,63.7,9,4.88,72.3,22.8,63.3,2.353,1.733,1.417,1
AST-GEN-381,Generator,2427,141,78.3,11,5.61,77.3,55.0,35.2,2.892,1.567,0.968,1
AST-LAB-711,Lab Equipment,2203,76,8.3,15,1.66,54.2,11.2,49.2,0.601,0.844,0.113,0
AST-IT -540,IT Server,436,204,12.7,1,4.65,60.2,24.7,46.8,1.866,2.267,0.874,0
AST-WAT-770,Water Pump,2288,185,144.6,11,7.74,88.4,37.7,57.7,4.561,2.056,1.896,1
AST-LAB-562,Lab Equipment,965,106,81.7,2,3.35,49.2,14.0,53.8,1.099,1.178,2.54,0
AST-LAB-508,Lab Equipment,1733,187,13.4,5,5.0,73.0,22.0,34.3,2.433,2.078,0.232,1
AST-LAB-420,Lab Equipment,1074,96,11.7,2,2.07,51.7,16.1,62.3,0.715,1.067,0.327,0
AST-ELE-585,Elevator,304,24,36.9,5,1.51,54.8,31.0,51.9,0.552,0.267,3.641,0
AST-HVA-542,HVAC,425,191,97.8,3,6.31,86.6,28.5,51.5,3.643,2.122,6.904,1
AST-WAT-233,Water Pump,2308,16,81.5,12,4.41,67.5,32.0,34.7,1.985,0.178,1.059,0
AST-IT -675,IT Server,1380,172,59.5,9,4.3,70.7,25.3,60.2,2.027,1.911,1.293,1
AST-MED-994,Medical,1762,223,2.5,13,5.4,67.7,20.2,53.1,2.438,2.478,0.043,0
AST-HVA-394,HVAC,2489,80,27.1,19,3.2,53.4,25.0,42.4,1.137,0.889,0.327,0
AST-IT -619,IT Server,901,40,2.3,6,1.09,45.8,14.5,41.0,0.333,0.444,0.077,0
AST-GEN-967,Generator,473,90,0.0,0,2.2,55.8,41.7,46.6,0.818,1.0,0.0,0
AST-MED-217,Medical,1171,147,17.1,8,3.19,51.6,11.8,34.4,1.096,1.633,0.438,0
AST-LAB-965,Lab Equipment,2327,197,21.3,15,5.27,71.3,22.5,45.4,2.505,2.189,0.275,1
AST-IT -791,IT Server,2310,7,31.8,8,2.03,41.3,14.2,53.6,0.558,0.078,0.413,0
AST-ELE-949,Elevator,1125,8,22.2,6,3.2,55.3,27.5,42.4,1.181,0.089,0.592,0
AST-ELE-880,Elevator,1295,236,48.4,12,7.22,101.5,45.4,49.3,4.883,2.622,1.121,1
AST-HVA-285,HVAC,616,145,34.5,4,3.83,64.7,32.9,69.5,1.654,1.611,1.68,0
AST-HVA-245,HVAC,155,24,1.6,1,0.6,58.5,19.1,54.8,0.236,0.267,0.31,0
AST-GEN-485,Generator,1749,117,28.2,10,3.39,89.2,48.0,39.9,2.016,1.3,0.484,1
AST-MED-419,Medical,1358,199,0.0,8,4.87,64.0,18.7,58.3,2.077,2.211,0.0,0
AST-IT -186,IT Server,245,40,0.0,0,0.83,43.9,16.9,49.7,0.243,0.444,0.0,0
AST-IT -150,IT Server,364,70,0.0,0,0.88,41.3,14.8,60.7,0.242,0.778,0.0,0
AST-LAB-597,Lab Equipment,1840,107,10.1,10,1.56,47.3,12.5,66.7,0.493,1.189,0.165,0
AST-WAT-624,Water Pump,496,89,2.7,2,2.7,43.2,35.7,52.6,0.779,0.989,0.163,0
AST-MED-794,Medical,2459,125,4.3,14,2.95,48.2,12.4,47.4,0.947,1.389,0.052,0
AST-MED-146,Medical,933,102,3.6,1,1.6,43.9,7.2,59.0,0.469,1.133,0.116,0
AST-HVA-107,HVAC,867,78,44.5,5,2.96,49.2,24.5,51.4,0.971,0.867,1.54,0
AST-WAT-240,Water Pump,1076,75,21.0,2,4.31,62.8,28.6,35.5,1.805,0.833,0.586,0
AST-HVA-609,HVAC,1793,45,257.9,13,4.06,74.9,20.0,47.2,2.029,0.5,4.315,1
AST-IT -820,IT Server,972,129,95.0,6,3.38,55.0,18.4,20.0,1.238,1.433,2.932,0
AST-ELE-925,Elevator,1480,19,14.3,10,1.92,70.4,31.9,47.2,0.902,0.211,0.29,0
AST-ELE-143,Elevator,1816,5,79.7,10,2.07,66.4,20.0,49.2,0.915,0.056,1.317,0
AST-HVA-982,HVAC,1312,148,45.1,7,5.53,75.3,26.1,60.3,2.775,1.644,1.031,1
AST-LAB-826,Lab Equipment,1740,75,4.5,6,1.93,42.4,12.8,75.0,0.545,0.833,0.078,0
AST-HVA-432,HVAC,733,206,5.0,1,5.75,76.0,25.4,39.7,2.912,2.289,0.205,0
AST-LAB-951,Lab Equipment,1512,23,22.8,4,2.18,39.0,13.9,44.3,0.566,0.256,0.452,0
AST-HVA-349,HVAC,1814,151,15.0,10,5.04,65.7,25.7,63.8,2.21,1.678,0.248,1
AST-HVA-505,HVAC,1300,191,27.1,7,4.8,74.6,30.9,50.6,2.39,2.122,0.625,1
AST-MED-897,Medical,718,20,2.2,3,1.52,40.2,7.3,52.7,0.408,0.222,0.092,0
AST-HVA-643,HVAC,2118,50,31.0,10,2.99,61.6,16.8,66.6,1.226,0.556,0.439,0
AST-MED-459,Medical,634,61,2.6,1,1.84,36.0,7.3,52.5,0.441,0.678,0.123,0
AST-MED-302,Medical,740,155,21.1,2,3.45,51.9,11.6,53.9,1.196,1.722,0.855,0
AST-WAT-771,Water Pump,338,46,39.1,3,4.13,72.3,39.0,43.3,1.989,0.511,3.47,0
AST-ELE-605,Elevator,1930,194,36.9,11,6.61,86.0,37.6,47.0,3.791,2.156,0.574,1
AST-IT -559,IT Server,2342,165,44.0,13,4.44,66.7,22.7,44.3,1.974,1.833,0.564,1
AST-IT -430,IT Server,1324,39,9.5,5,1.37,50.9,13.1,65.4,0.466,0.433,0.215,0
AST-LAB-552,Lab Equipment,1270,204,51.7,8,5.33,73.0,19.2,56.9,2.593,2.267,1.221,1
AST-HVA-460,HVAC,2108,19,29.2,9,2.53,56.0,26.9,44.3,0.944,0.211,0.416,0
AST-LAB-138,Lab Equipment,263,95,3.0,1,1.98,52.0,11.5,42.7,0.686,1.056,0.342,0
AST-HVA-760,HVAC,399,158,0.0,0,4.25,63.9,27.2,58.9,1.812,1.756,0.0,0
AST-LAB-573,Lab Equipment,2407,142,25.6,5,3.69,58.7,16.0,50.4,1.446,1.578,0.319,0
AST-ELE-142,Elevator,1872,233,3.2,13,5.67,97.3,40.1,55.3,3.679,2.589,0.051,1
AST-ELE-292,Elevator,1346,155,20.0,6,4.86,75.2,30.4,41.5,2.436,1.722,0.446,1
AST-GEN-163,Generator,1875,27,12.3,5,3.43,66.1,44.9,42.1,1.51,0.3,0.197,0
AST-WAT-451,Water Pump,375,130,9.1,2,4.03,58.5,38.3,58.6,1.573,1.444,0.728,0
AST-HVA-353,HVAC,1823,113,1.3,6,3.99,54.3,25.6,36.3,1.445,1.256,0.021,0
AST-IT -262,IT Server,1520,96,11.2,11,1.49,58.1,12.8,60.7,0.578,1.067,0.221,0
AST-LAB-518,Lab Equipment,1415,174,35.0,11,3.86,60.3,21.1,52.5,1.553,1.933,0.742,0
AST-WAT-746,Water Pump,1400,17,105.9,8,4.48,63.3,34.8,45.2,1.889,0.189,2.269,0
AST-IT -794,IT Server,1613,73,21.3,11,1.45,54.2,12.6,59.1,0.523,0.811,0.396,0
AST-WAT-772,Water Pump,2498,224,22.2,15,8.36,93.9,41.8,24.6,5.232,2.489,0.267,1
AST-HVA-696,HVAC,609,235,1.5,3,5.71,95.7,29.9,52.3,3.64,2.611,0.074,1
AST-ELE-815,Elevator,1635,34,4.5,8,1.37,65.5,27.3,59.3,0.597,0.378,0.083,0
AST-HVA-417,HVAC,2319,97,16.7,8,4.01,61.0,23.0,51.8,1.632,1.078,0.216,0
AST-MED-932,Medical,553,172,7.6,4,4.0,51.5,16.3,70.8,1.373,1.911,0.412,0
AST-ELE-801,Elevator,2186,24,48.8,10,2.53,60.6,29.0,57.8,1.021,0.267,0.67,0
AST-LAB-620,Lab Equipment,1512,5,37.4,5,1.61,44.0,12.0,46.4,0.472,0.056,0.742,0
AST-GEN-319,Generator,1429,197,5.4,9,5.39,90.2,63.5,20.1,3.242,2.189,0.113,1
AST-GEN-240,Generator,664,20,40.2,6,1.88,82.0,47.3,38.7,1.027,0.222,1.816,0
AST-WAT-203,Water Pump,2109,198,49.7,7,7.7,93.7,41.0,63.0,4.811,2.2,0.707,1
AST-ELE-639,Elevator,184,170,0.3,2,4.14,60.1,39.1,54.2,1.657,1.889,0.049,0
AST-WAT-732,Water Pump,566,153,19.9,1,4.61,65.9,42.6,77.8,2.024,1.7,1.055,0
AST-GEN-285,Generator,708,185,0.7,1,6.21,107.8,57.4,34.8,4.467,2.056,0.03,1
AST-LAB-473,Lab Equipment,1002,114,8.8,4,2.74,50.7,14.6,65.4,0.926,1.267,0.263,0
AST-WAT-866,Water Pump,1868,60,79.9,13,2.53,66.6,34.4,71.6,1.124,0.667,1.283,0
AST-MED-928,Medical,1951,232,1.1,9,5.84,69.8,20.8,62.1,2.718,2.578,0.017,1
AST-MED-794,Medical,2366,113,33.3,11,2.75,56.2,10.7,48.4,1.029,1.256,0.422,0
AST-MED-896,Medical,1594,129,25.4,6,3.14,47.0,9.9,29.8,0.983,1.433,0.478,0
AST-GEN-936,Generator,847,206,31.3,5,6.39,99.6,71.2,43.5,4.239,2.289,1.109,1
AST-WAT-356,Water Pump,243,165,2.5,1,4.5,66.4,40.7,41.3,1.991,1.833,0.309,0
AST-MED-667,Medical,450,183,4.8,1,4.37,58.9,13.5,61.0,1.716,2.033,0.32,0
AST-WAT-227,Water Pump,1197,22,6.9,7,4.6,50.5,34.4,67.9,1.55,0.244,0.173,0
AST-MED-560,Medical,2132,38,58.3,15,2.65,48.4,7.2,60.8,0.855,0.422,0.82,0
AST-HVA-327,HVAC,1877,227,212.2,17,7.93,74.4,35.7,51.5,3.937,2.522,3.392,1
AST-HVA-524,HVAC,248,102,0.4,3,1.88,60.8,22.4,37.2,0.764,1.133,0.048,0
AST-GEN-495,Generator,364,96,11.0,2,2.41,77.6,43.5,32.6,1.248,1.067,0.907,0
AST-MED-201,Medical,1403,203,209.1,11,6.79,76.0,18.1,34.7,3.44,2.256,4.471,1
AST-HVA-393,HVAC,1965,179,4.1,11,5.94,77.9,24.3,51.6,3.086,1.989,0.063,1
AST-WAT-822,Water Pump,1951,115,42.0,12,3.81,66.9,31.8,34.9,1.699,1.278,0.646,0
AST-HVA-119,HVAC,1078,56,43.9,4,2.57,49.2,27.6,72.8,0.845,0.622,1.222,0
AST-IT -844,IT Server,2191,109,327.8,17,3.75,65.8,15.5,59.9,1.643,1.211,4.488,1
AST-MED-343,Medical,1263,32,13.2,3,1.4,36.4,9.2,24.7,0.339,0.356,0.314,0
AST-LAB-754,Lab Equipment,1902,17,33.3,5,1.76,57.2,7.2,46.1,0.67,0.189,0.525,0
AST-LAB-711,Lab Equipment,2225,5,150.7,8,3.78,58.8,10.3,30.8,1.481,0.056,2.032,0
AST-IT -347,IT Server,618,75,1.2,1,1.22,52.6,11.8,81.7,0.428,0.833,0.058,0
AST-IT -461,IT Server,1015,147,74.7,6,3.56,67.6,16.3,29.6,1.606,1.633,2.208,0
AST-ELE-784,Elevator,380,135,23.6,3,4.9,55.2,33.6,55.7,1.802,1.5,1.863,0
AST-HVA-638,HVAC,2258,130,120.1,17,4.73,66.0,18.0,63.2,2.081,1.444,1.596,1
AST-IT -667,IT Server,113,100,0.0,0,1.31,42.3,13.6,46.6,0.37,1.111,0.0,0
AST-HVA-750,HVAC,1614,96,49.8,13,4.22,71.3,24.7,40.3,2.006,1.067,0.926,1
AST-HVA-465,HVAC,306,89,0.0,0,2.09,62.8,24.9,37.1,0.875,0.989,0.0,0
AST-ELE-743,Elevator,454,198,9.1,5,6.73,68.6,29.2,51.4,3.08,2.2,0.601,1
AST-WAT-440,Water Pump,576,12,0.0,0,3.47,52.3,32.3,45.7,1.21,0.133,0.0,0
AST-MED-933,Medical,747,213,17.7,3,4.53,70.2,19.4,50.6,2.122,2.367,0.711,0
AST-LAB-812,Lab Equipment,1990,162,83.1,7,5.26,67.5,20.3,54.7,2.369,1.8,1.253,1
AST-GEN-164,Generator,1904,10,146.5,10,2.96,83.2,39.4,42.3,1.64,0.111,2.308,1
AST-HVA-910,HVAC,847,227,2.6,5,5.3,81.9,31.0,31.2,2.894,2.522,0.092,1
AST-MED-627,Medical,1661,209,6.0,6,5.2,69.6,20.2,59.0,2.41,2.322,0.108,1
AST-MED-137,Medical,812,74,9.5,6,1.36,42.1,7.4,45.6,0.381,0.822,0.351,0
AST-WAT-148,Water Pump,1389,70,109.6,12,4.6,76.9,31.5,55.0,2.357,0.778,2.367,1
AST-MED-547,Medical,1668,191,31.2,10,4.69,61.3,16.5,50.9,1.918,2.122,0.561,1
AST-LAB-447,Lab Equipment,795,128,2.7,7,2.31,51.2,13.7,36.6,0.789,1.422,0.102,0
AST-MED-916,Medical,2156,69,116.8,10,2.75,52.8,8.4,51.7,0.966,0.767,1.625,0
AST-ELE-534,Elevator,353,111,12.5,2,2.13,61.0,33.9,42.6,0.866,1.233,1.062,0
AST-WAT-284,Water Pump,2264,76,310.6,17,5.35,62.1,35.5,57.1,2.216,0.844,4.116,1
AST-HVA-435,HVAC,1240,79,3.0,9,2.08,67.4,20.8,62.6,0.934,0.878,0.073,0
AST-ELE-536,Elevator,712,177,22.9,3,6.79,77.3,40.6,48.2,3.499,1.967,0.965,1
AST-LAB-143,Lab Equipment,1474,158,130.5,10,5.41,74.8,16.0,40.0,2.697,1.756,2.656,0
AST-MED-754,Medical,264,20,6.0,2,1.37,39.1,6.3,34.2,0.357,0.222,0.682,0
AST-LAB-472,Lab Equipment,2131,206,34.9,10,5.77,77.3,19.6,50.3,2.976,2.289,0.491,1
AST-GEN-131,Generator,614,218,13.1,2,5.11,110.7,65.1,45.4,3.771,2.422,0.64,1
AST-WAT-548,Water Pump,172,33,0.0,0,1.56,72.0,24.1,46.6,0.747,0.367,0.0,0
AST-WAT-760,Water Pump,1530,93,29.3,9,2.6,67.8,33.8,52.0,1.174,1.033,0.575,0
AST-IT -133,IT Server,658,174,5.1,2,3.95,54.7,20.7,53.9,1.441,1.933,0.233,0
AST-MED-480,Medical,1848,196,8.8,7,4.89,61.7,16.1,63.1,2.013,2.178,0.143,1
AST-GEN-642,Generator,1533,102,234.1,9,3.57,89.5,47.5,50.2,2.129,1.133,4.581,1
AST-MED-355,Medical,494,7,5.1,2,1.5,37.2,9.2,44.0,0.371,0.078,0.31,0
AST-LAB-630,Lab Equipment,1615,234,3.2,2,5.43,76.6,20.7,35.3,2.773,2.6,0.059,1
AST-MED-893,Medical,1096,181,12.7,6,3.97,54.7,16.1,43.4,1.448,2.011,0.348,0
AST-IT -392,IT Server,2041,52,100.9,7,2.62,53.8,13.2,51.0,0.94,0.578,1.483,0
AST-WAT-175,Water Pump,1881,45,212.1,18,4.4,69.0,32.0,46.1,2.021,0.5,3.383,1
AST-LAB-189,Lab Equipment,1339,171,10.5,10,3.88,64.2,18.8,26.4,1.661,1.9,0.235,0
AST-HVA-663,HVAC,2250,75,66.5,14,3.01,56.3,20.3,48.9,1.129,0.833,0.887,0
AST-WAT-261,Water Pump,743,204,4.7,4,6.59,81.6,43.4,43.4,3.587,2.267,0.19,1
AST-GEN-224,Generator,853,203,6.4,5,6.86,96.9,53.0,43.7,4.427,2.256,0.225,1
AST-WAT-605,Water Pump,137,93,0.0,0,1.66,55.9,38.2,54.6,0.618,1.033,0.0,0
AST-MED-578,Medical,2289,34,14.5,11,1.7,39.6,9.4,70.1,0.448,0.378,0.19,0
AST-HVA-167,HVAC,1296,102,90.4,7,4.23,56.0,21.8,48.2,1.58,1.133,2.093,0
AST-ELE-590,Elevator,2183,106,38.1,13,3.14,63.7,24.9,49.5,1.334,1.178,0.524,0
AST-WAT-688,Water Pump,332,33,40.5,2,3.5,55.6,36.8,51.5,1.299,0.367,3.66,0
AST-ELE-175,Elevator,1873,120,14.4,11,2.84,56.2,27.4,64.3,1.064,1.333,0.231,0
AST-MED-231,Medical,2288,164,109.2,20,5.03,58.9,15.1,40.0,1.973,1.822,1.432,1
AST-WAT-232,Water Pump,1802,129,176.6,18,5.01,86.6,34.7,43.2,2.893,1.433,2.94,1
AST-HVA-951,HVAC,538,133,5.0,4,3.48,73.4,23.4,38.8,1.703,1.478,0.279,0
AST-GEN-265,Generator,1351,240,9.5,12,7.8,91.3,58.7,64.6,4.75,2.667,0.211,1
AST-MED-631,Medical,1193,217,123.0,9,6.36,71.7,19.0,64.8,3.041,2.411,3.093,1
AST-GEN-750,Generator,2286,71,127.2,11,4.77,78.4,45.7,48.3,2.493,0.789,1.669,1
AST-MED-729,Medical,2215,24,54.0,16,2.46,43.1,10.6,56.8,0.707,0.267,0.731,0
AST-GEN-706,Generator,2408,40,2.3,9,3.45,57.0,47.8,60.6,1.312,0.444,0.029,0
AST-IT -837,IT Server,1412,216,17.3,8,5.77,81.8,22.9,54.2,3.15,2.4,0.368,0
AST-HVA-945,HVAC,146,21,0.0,0,1.89,53.2,17.8,54.6,0.67,0.233,0.0,0
AST-ELE-889,Elevator,2392,68,83.0,15,5.75,58.7,29.0,25.0,2.252,0.756,1.041,1
AST-WAT-685,Water Pump,1736,159,20.5,8,3.34,77.0,27.8,46.2,1.714,1.767,0.354,0
AST-LAB-742,Lab Equipment,2264,75,86.9,18,2.81,61.6,16.3,54.5,1.152,0.833,1.152,0
AST-MED-594,Medical,1033,207,43.6,4,5.14,64.3,19.6,50.3,2.204,2.3,1.266,0
AST-LAB-404,Lab Equipment,1887,19,3.0,4,1.86,43.1,11.1,58.4,0.536,0.211,0.048,0
AST-GEN-550,Generator,1732,124,19.2,7,4.11,76.9,49.7,62.2,2.106,1.378,0.333,0
AST-MED-721,Medical,618,81,34.0,4,1.34,37.2,9.0,49.6,0.331,0.9,1.65,0
AST-MED-851,Medical,1444,103,159.1,8,3.53,46.0,9.4,43.5,1.083,1.144,3.305,1
AST-MED-627,Medical,2330,28,15.4,19,2.39,45.6,9.2,47.2,0.727,0.311,0.198,0
AST-LAB-225,Lab Equipment,1125,116,47.4,7,2.53,50.1,13.9,69.4,0.844,1.289,1.264,0
AST-HVA-151,HVAC,1218,99,3.8,4,2.3,54.0,21.4,67.7,0.828,1.1,0.094,0
AST-LAB-354,Lab Equipment,684,209,0.2,1,5.6,66.1,23.5,51.0,2.467,2.322,0.009,1
AST-IT -838,IT Server,1310,49,72.4,10,2.14,49.5,14.7,50.9,0.705,0.544,1.658,0
AST-LAB-627,Lab Equipment,1942,128,19.6,9,3.7,52.5,17.1,47.8,1.296,1.422,0.303,0
AST-LAB-123,Lab Equipment,398,101,4.7,2,1.56,52.4,11.0,75.4,0.546,1.122,0.354,0
AST-GEN-320,Generator,2419,91,5.8,16,2.82,57.4,42.0,37.5,1.079,1.011,0.072,0
AST-MED-606,Medical,2477,226,63.0,12,7.06,78.9,21.4,41.8,3.712,2.511,0.763,1
AST-ELE-581,Elevator,1200,138,19.5,3,3.92,65.9,31.8,54.1,1.722,1.533,0.487,1
AST-HVA-541,HVAC,578,226,20.5,7,5.8,81.7,26.1,65.8,3.157,2.511,1.064,1
AST-MED-882,Medical,1681,94,12.8,10,1.73,40.2,8.1,68.1,0.465,1.044,0.228,0
AST-HVA-683,HVAC,2331,50,24.3,10,2.64,61.9,22.0,53.7,1.089,0.556,0.313,0
AST-MED-175,Medical,1612,130,9.8,8,2.74,51.4,14.2,41.4,0.938,1.444,0.182,0
AST-IT -386,IT Server,516,33,9.2,1,1.11,52.3,11.2,81.7,0.389,0.367,0.535,0
AST-LAB-482,Lab Equipment,1418,143,23.9,12,3.28,49.4,15.0,51.8,1.081,1.589,0.506,0
AST-WAT-247,Water Pump,845,155,6.8,3,4.44,69.2,41.2,27.7,2.048,1.722,0.241,0
AST-IT -141,IT Server,215,10,10.0,1,1.0,46.3,14.2,30.3,0.309,0.111,1.395,0
AST-MED-923,Medical,1970,133,420.1,13,4.28,52.3,8.7,60.1,1.492,1.478,6.397,1
AST-IT -627,IT Server,602,84,23.5,5,1.35,59.6,17.9,42.7,0.534,0.933,1.171,0
AST-MED-266,Medical,1639,158,15.2,10,3.27,56.1,10.2,57.1,1.223,1.756,0.278,0
AST-MED-707,Medical,1407,130,30.1,10,2.91,53.3,10.4,35.0,1.033,1.444,0.642,0
AST-IT -601,IT Server,2335,77,53.8,12,1.91,59.3,14.7,43.7,0.757,0.856,0.691,0
AST-HVA-477,HVAC,1386,173,24.7,7,5.13,73.5,31.5,36.7,2.514,1.922,0.535,1
AST-LAB-697,Lab Equipment,1290,204,8.5,6,5.14,74.0,20.7,45.9,2.535,2.267,0.198,0
AST-WAT-804,Water Pump,139,153,1.3,1,5.43,59.5,32.2,51.5,2.155,1.7,0.281,0
AST-ELE-901,Elevator,2399,148,15.9,11,5.77,67.9,30.4,35.1,2.614,1.644,0.199,1
AST-HVA-697,HVAC,1997,44,18.3,8,2.61,45.1,23.6,54.6,0.785,0.489,0.275,0
AST-ELE-734,Elevator,1587,38,18.9,6,3.52,52.6,24.8,62.4,1.234,0.422,0.357,0
AST-GEN-132,Generator,2375,180,60.3,17,6.96,104.6,59.8,69.2,4.854,2.0,0.762,1
AST-HVA-551,HVAC,1314,108,43.9,10,1.99,60.9,23.6,33.9,0.81,1.2,1.002,0
AST-ELE-308,Elevator,1710,129,68.1,11,4.56,79.1,28.7,75.2,2.403,1.433,1.195,1
AST-LAB-993,Lab Equipment,285,181,6.1,1,4.13,57.2,20.3,28.3,1.574,2.011,0.642,0
AST-GEN-674,Generator,1361,170,62.9,5,3.84,108.8,53.7,40.7,2.783,1.889,1.386,1
AST-LAB-421,Lab Equipment,739,118,1.2,4,2.13,47.1,13.1,32.8,0.67,1.311,0.049,0
AST-MED-659,Medical,1481,174,176.1,11,5.49,68.8,16.6,65.9,2.52,1.933,3.567,1
AST-ELE-797,Elevator,1112,157,13.5,5,4.86,77.3,30.8,49.3,2.504,1.744,0.364,1
AST-GEN-385,Generator,2315,77,190.0,12,2.98,90.5,40.0,50.5,1.799,0.856,2.462,1
AST-MED-889,Medical,1213,181,57.5,9,4.8,61.0,13.4,23.2,1.952,2.011,1.422,1
